,id,MetadataSubject,MetadataTo,SenderPersonId,MetadataDateSent,MetadataDateReleased,MetadataCaseNumber,MetadataDocumentClass,ExtractedBodyText
3957,3958,1964,0,22.0,407,3,1,3,"Thought you might be interested in this piece by Joe Nye which I believe validates the new approach we are trying toimplement. We have begun to roll-out the new plan and so far the reaction has been reasonably positive. We haveorganized a set of working groups around key initiatives --- women's empowerment; cve; expanded English languagetraining; cultural programming; youth; climate change; etc so that we can incorporate new proposals into FY2012budget and re-direct FY 2010 and 2011 funds wherever possible and appropriate. The working groups are being chairedby senior level officers from the regional bureaus --- Bob Blake; Craig Kelly, etc. --- and are being asked to report backwithin 4 to 6 weeks. I'll continue to keep you posted as things move forward.The New Public DiplomacyJoseph S. Nye2010-02-10CAMBRIDGE — The world of traditional power politics was typically about whose military or economy wouldwin. In today's information age, politics is also about whose ""story"" wins.National narratives are, indeed, a type of currency. Governments compete with each other and with otherorganizations to enhance their own credibility and weaken that of their opponents. Witness the contest betweenthe government and protesters after the Iranian elections in  2009, in which the Internet and Twitter playedcrucial roles, or the recent controversy between Google and China.putation has always mattered in world politics, but credibility has become crucial because of a ""paradox ofplenty."" When information is plentiful, the scarce resource is attention. Under the new conditions, a soft sellmay, more than ever, prove more effective than a hard sell.For example, the relative independence of the BBC, sometimes a source of consternation to Britishgovernments, has paid rich dividends in credibility, as illustrated by this aount of Tanzanian President JakayaKikwete's day: ""he rises at dawn, listens to the BBC World Service, then scans the Tanzanian press.""Skeptics who treat the term ""public diplomacy"" as a mere euphemism for propaganda miss the point. Simplepropaganda is counterproductive as public diplomacy. Nor is public diplomacy merely a public-relationscampaign. Public diplomacy also involves building long-term relationships that create an enabling environmentfor government policies.The contribution of direct government information to long-term cultural relationships varies with threedimensions or stages of public diplomacy, and all three are important. The first and most immediate dimensionis daily communications, which involves explaining the context of domestic and foreign-policy decisions. Thisdimension also involves preparation for dealing with crises. If there is a vacuum in information after an event,others will rush in to fill it.The second dimension is strategic communication, which develops a set of simple themes, much as a politicalor advertising campaign does. While the first dimension is measured in hours and days, the second ours overweeks, months, and even years.The third dimension of public diplomacy is the development of lasting relationships with key individuals overmany years or even decades, through scholarships, exchanges, training, seminars, conferences, and aess tomedia channels. These programs develop what the American journalist Edward R. Murrow once called thecrucial ""last three feet"" — face-to-face communications, with the enhanced credibility that reciprocity creates.But even the best advertising cannot sell an unpopular product. A communications strategy cannot work if itcuts against the grain of policy. Actions speak louder than words. All too often, policymakers treat publicdiplomacy as a bandage that can be applied after damage is done by other instruments. For example, China triedto enhance its soft power by suessfully staging the 2008 Olympics, but its domestic simultaneous crackdownin Tibet — and subsequent repression in Xinxiang and arrests of human rights lawyers — undercut its gains.Great powers try to use culture and narrative to create soft power that promotes their advantage, but they do notalways understand how to do it. Critics in the United States complain that the over-militarization of foreignpolicy undercuts its credibility. Instead, they advocate diplomacy ""on steroids,"" staffed by diplomats trained innew media, cross-cultural communications, granular local knowledge, and networks of contacts with under-represented groups.The centralized mass-media approach to public diplomacy still plays an important role. Governments need tocorrect daily misrepresentations of their policies, as well as to try to convey a longer-term strategic message.The main strength of the mass-media approach is its audience reach and ability to generate public awarenessand set the agenda. But its weakness is its inability to influence how the message is perceived in differentcultural settings. The sender knows what she says, but not always what the targets hear. Cultural barriers are aptto distort what is heard.Networked communications, on the other hand, can take advantage of two-way communications and peer-to-peer relations to overcome cultural differences. This type of decentralization and flexibility is difficult forgovernments to aomplish, given their central aountability structures.The greater flexibility of non-governmental organizations in using networks has given rise to what some call""the new public diplomacy,"" which is no longer confined to messaging, promotion campaigns, or even directgovernmental contacts with foreign publics serving foreign-policy purposes. It is also about buildingrelationships with civil-society actors in other countries and facilitating networks between non-governmentalparties at home and abroad.In this approach to public diplomacy, government policy is aimed at promoting and participating in, rather thancontrolling, such cross-border networks. Indeed, too much government control, or even the appearance of it, canundercut the credibility that such networks are designed to engender. The evolution of public diplomacy fromone-way communications to a two-way dialogue treats publics as co-creators of meaning and communication.Power in a global information age, more than ever, will include a soft dimension of attraction as well as the harddimensions of coercion and payment. Combining these dimensions effectively is called ""smart power."" For-example, the current struggle against transnational terrorism is a struggle over winning hearts and minds, andover-reliance on hard power alone is not the path to suess.Public diplomacy is an important tool in the arsenal of smart power, but smart public diplomacy requires anunderstanding of credibility, self-criticism, and the role of civil society in generating soft power. If itdegenerates into propaganda, public diplomacy not only fails to convince, but can undercut soft power. Instead,it must remain a two-way process, because soft power depends, first and foremost, upon understanding theminds of others."
3958,3959,1962,0,22.0,407,3,1,3,Yes. I am in all next week. 191 work with Lona to set up a time to meet.im
3959,3960,1965,0,33.0,407,3,1,3,"Mikulski, BAM (Mikulski) ,  13, 2010 9:55 AM: ThinkingYou are desparately needed$$raisers---- did you know I've hired mandy as my media person— yes up for re elect. I'm going to go again. Like somany of this want to make this presidency and our country work again.Sent from my BlackBerry Wireless andheld"
3960,3961,1966,0,69.0,407,3,1,3,I am on official travel until mid-day on 2/19. I will check messages by Blackberry as frequently as possible.
3961,3962,1967,0,7.0,407,3,1,3,": FYI. This story headlined the uffington Post, has more hits and comments than any other piece, and is the numberone story on blogs across the web right now. Paul is a researcher at the Sunlight Foundation. Politico, Wash Post andNYT have belatedly followed up on Paul's story but lack a lot of his reporting. Sidhttp://www.huffingtonpost.com/paul-blumenthal/the-legacy-of-billy-tauzi_b_460358.htmlouPaul E3lurnenth*ihttp://wvvw.huffingtonpost.com/paul-blumenthal/the-legacy-of-billy-tauzi_b_460358.htmlPosted:  B)0LIIM7, 27 It■ IVC,•11etya ""11......, ux.straxte rraulaut....r ' ae houseanrtt i tn.turn scs7.,...—scemaaLeanFor more research like this, visit the Sunt,sgPt Fooriciatico's clog.More than a million spectators gathered before the Capitol on a frosty  afternoon to witness the inauguration ofBarad< Obama, who promised in his campaign to change Washington's mercenary culture of lobbyists, special interestinfluence and backroom deals. But within a few months of being sworn in, the President and his top aides were sittingdown with leaders from the pharmaceutical industry to hash out a deal that they thought would make health care reformpossible.Over the following months, pharmaceutical industry lobbyists and executives met with top White ouse aides dozens oftimes to hammer out a deal that would secure industry support for the administration's health care reform agenda inexchange for the White ouse abandoning key elements of the president's promises to reform the pharmaceuticalindustry. They flooded Congress with campaign contributions, and hired dozens of former Capitol ill insiders to pushtheir case. ow they did it--pieced together from news aounts, disclosure forms including lobbying reports and FederalElection Commission records, White ouse visitor logs and the sghedu! ..S,:::in. Max,Baucus releases yoiun:tarily--is atestament to how ingrained the grip of special interests remains in Washington.In the 2008 campaign, Obama declared his intention to include all stakeholders as he sought to reform the nation's healthcare system, but also supported key qemocr.atic health reform uok,sies. Among these were several that targeted thepharmaceutical industry: Allowing re-importation of drugs from first world countries with lower drug prices and providingMedicare with negotiating authority over prescription drug prices in the recently enacted Part D program. These weren'tjust promises, Obama had already voted for both of them as a senator in 2007. (Rdl Call Vote 132 and Roll call Vo.t.c.-)150.)Set to carry out this agenda were two Capitol ill veterans, schooled in the monied Washington culture, chief of staffRahm Emanuel and deputy chief of staff Jim Messina. Emanuel was a former fundraiser, Clinton administration official,investment banker and member of the Democratic leadership in Congress. Messina was the former campaign managerB6and chief of staff to the powerful Senate Finance Committee chairman Max Baucus. Both were known for theirunparalleled legislative abilities.Because of Obama's decision to develop a plan operating through the legislative process, members of Congress alsoplayed key roles. Early on, the pharmaceutical companies were told to deal directly with Senate Finance Committeechairman Max Bpuf.-4:s. Baucus would be the vehicle for the deal worked out behind the scenes by the White ouse andPhRMA.Central to this effort was PhRMA president, CEO and top lobbyist Billy Tauzin, a longtime Democratic member ofCongress who switched party affiliations after publicans gained control of Congress in 1994. By switching partiesTauzin was able to maintain his influence and even rose to be Chairman of the ouse Committee on Energy &Commerce. Tauzin became the poster child of Washington's mercenary culture. e crafted a bill to provide prescriptiondrug aess to Medicare recipients, one that provided major concessions to the pharmaceutical industry. Medicare wouldnot be able to negotiate for lower prescription drug costs and reimportation of drugs from first world countries would not beallowed. A few months after the bill passed, Tauzin announced that he was retiring from Congress and would be taking ajob helming PhRMA for a salary of $2 million.Tauzin's job change became fodder for a campaign ad that then presidential candidate Barack Obama ran in the spring of2008 simply titled "".Biliy."" It featured the candidate, sleeves rolled up, talking to a salon of gasping Americans about theways of Washington. ""The pharmaceutical industry wrote into the prescription drug plan that Medicare could not negotiatewith drug companies. And you know what, the chairman of the committee, who pushed the law through, went to work forthe pharmaceutical industry making $2 million a year."" The screen fades to black to inform the viewer that, ""BarackObama is the only candidate who refuses Washington lobbyist money,"" while the candidate continues his lecture,""Imagine that. That's an example of the same old game playing in Washington. You know, I don't want to learn how toplay the game better, I want to put an end to the game playing.""Aiding PhRMA in their outreach to Congress would be a squadron of lobbyists to push their health care reform priorities.Over the course of 2009, the drug industry trade group sdeft:tow::!i: _ 520 tniliion on in house and hired lobbyists. Aside fromPhRMA's massive in-house lobbying operation, the trade group hired 48 outside lobbying firms. The total number oflobbyists working for PhRMA in 2009 reached 165. Some 137 of those 165 lobbyists representing PhRMA were formeremployees of either the legislative or executive branches. Of these dozens were former congressional staffers includingtwo former chiefs of staff to Max Baucus.Aording to data compiled by the Center for sponsive Politics, drug makers coptr.ibu■ed sums to ....:ongressionalecii-om.lttee.s during the same period--from  to the end of  (4thquarter numbers are still beingtotaled), industry political action committees, employees and their family members flooded lawmakers with over $8 million.Those contributions tilted heavily to Democrats over publicans by a 57 to 42 percent margin--the first time in anyelection cycle going back to 1990, the first year that the Center for sponsive Politics began tracking industry giving, thatDemocrats were so favored. Given their majorities on Capitol ill, and the new President's intention to reform America'shealth care system, the new tilt was perhaps not surprising.On  5, the White ouse a Tee.tiilfa....ivitfi.rnnic!r_nealth care induLd.er.s to try to bring them to the table andsee what could be done to gain their support. In attendance were Billy Tauzin, president, CEO and top lobbyist forPhRMA, Pfizer CEO Jeff Kindler, America's ealth Care Plans (AIP) Chairman Karen lgnani, m Donohue of theChamber of Commerce and Robert Wood Johnson Foundations' Rise Lavizzomourey. A day before the White ousemeeting Tauzin 31)12.7.a_f;=■.:4_1.7...-1 Ci\IF:..lc touting health care reform and promising to work closely with the Obamaadministration. In the interview he touted it as an ""optimistic plan"", acknowledging that the industry did have a fewproblems but was glad to have a chance to discuss these. Spme were duri?0,7rognnd,,,td by this apparent change ofheart on behalf of an industry long adverse to health care reforms.On  15, Jim Messina and Jon Selib, chief of staff to Senate Finance Committee chairman Max Baucus, convened ameeting at the headquarters of the Democratic Senatorial Campaign Committee (DSCC) with leaders of organized laborand health care groups, including PhRMA. At the meeting, the groups decided to form two nonprofit entities to promotereform efforts, ealthy Economy Now and Americans for Stable Quality Care, that would be almost entftelv funoed pj.PhRMA. The two groups spent $24 million on their advertising campaigns; the contract to produce and place ads went toWhite ouse Senior Advisor David AKPD, which owed Axelrod $2 million.In the next month, CEO's from pharmaceutical companies would meet with Baucus and administration officials at leastfour times. These talks preceded a major public event at the White ouse, one critical to its strategy to promote healthcare reform. On  11, PhRMA and other trade industry groups piedaed cost ,..-v_itting_measures to the White ouse thatwould save, they claimed, upwards of $2 trillion over the next decade. President Obama announced the deal in the StateDining Room, flanked by leaders of the various trade groups; the administration followed up with a media blitz in the pressand on the White ouse Web site.The next day, ealthy Economy Now's PhRMA funded ad campaign ran their first advertisement in support of the healthcare reform process calling for the government to finally ""fix"" the nation's health care cost problems. While many elementsof the $2 trillion cost cutting pledge fell apart, the drug industry remained committed to the process in the hopes that theycould ultimately win out and defeat the provisions they most feared in closed-door meetings with the White ouse:The first ourred on  2. White ouse visitor logs show PhRMA's top executives, including Tauzin, and industryCEOs met with Sarah Fenn from the White ouse Office of ealth Care form. On the same day, the publicly availableschedule of Senator Max Baucus shows Tauzin and the same industry CEOs met the Senate Finance Committeechairman. What ultimately resulted from these coordinated meetings would be revealed by Baucus on  20.In a press release featuring a statement by Tauzin, Baucus revealed that the pharmaceutical industry had aepted $80billion in cost cutting measures to be included in the Senate Finance Committee version of the bill. Aording to newsre_gorts, Baucus initially proposed $100 billion in cost cutting measures, but the executives and lobbyists meeting on 2 were able to win the lower figure.The terms of the initial cost-cutting deal included $30 billion go directly towards closing the ""donut hole"" in Medicareprescription drug coverage. The ""donut hole"" is a term for the gap in coverage that ours within the Medicare prescriptiondrug coverage. For those purchasing prescription drugs through the Medicare program coverage cuts off at $2,700 spentand does not pick back up again until $6,154 is spent by the participant. The amount proposed in the deal; 50 percentcoverage for drugs within the coverage gap, however, would not completely close the ""donut hole.""In Baucus' press release, Tauzin is quoted as saying, ""This is a once-in-a-lifetime opportunity and, working together, wecan make this hope for a better tomorrow a reality today."" This ""once-in-a-lifetime"" opportunity also extended to thepharmaceutical industry's ability to blunt the long-term Democratic agenda of lowering prescription drug prices throughMedicare negotiations, re-importation and quicker release of generics onto the market. After making such a grandstatement of support through cost cutting proposals it was time for the pharmaceutical industry to finally force the Whiteouse and Democrats to take certain chips off the table.Baucus proceeded with a_pia,n c.c)r.ivene.a bicartisap rimuo in an effort to craft the bill desired by the White ouse.These participants included Democrats Kent Conrad and Jeff Bingaman and publicans Chuck Grassley, Mike Enzi andOlympia Snowe. Baucus' decision and the need to solidify deals with groups like the pharmaceutical industry - which werereliant on Baucus producing a bill - slowed down the legislative process making it impossible for Congress to meet theWhite ouse's announced iltuouet reces§ dee&rie for passing health care reform.Soon after, PhRMA's big guns and industry lobbyists paid the White ouse another visit on  7 and this time met withhm Emanuel and Jim Messina (Baucus' chief of staff Jon Selib is also listed in White ouse visitor logs for thismeeting). In , The uffirytorj. !Dosi',.--; Ryan Grim reported on an internal memo that was drafted at that meeting thatoutlined the policies that would not be allowed into any final version of health care reform. These included Medicareprescription drug negotiations, drug re-importation, and the lowering of prices for drugs available through Medicare Part Dand Part B. The deal would be $80 billion in cost cutting and absolutely no more.***While the $80 billion deal was cut with Baucus' committee, other congressional committees continued to mark-up theirown versions of health care reform without the knowledge that the White ouse was relying on Baucus to produce thefinal product. In the ouse of presentatives, the ouse Energy & Commerce Committee leveled a direct threat to the$80 billion deal. Energy & Commerce Chair enry Waxman sought to include all of the provisions that PhRMA had gottenthe White ouse and Baucus to cut out of the reform bill. These included drug reimportation. Medicare negotiating powerand speedier release of generics to the market. Aording to previous analysis of the measures proposed by thecommittee, these measures would have totaled hundreds of billions in cost cuts, far exceeding the $80 billion cap agreedto by the White ouse, Baucus and PhRMA.The cost cutting measures passed in the Energy & Commerce bill spooked the board of PhRMA, which included all of theCEOs involved in the deal-cutting meetings with the White ouse and Baucus. The board pressured Tauzin to go publicwith the deal to ensure that the White ouse would recognize it and not renege. On  4, the Los Ancg•3les•Firrief-,-:, inan exclusive report, featured quotes from Tauzin claiming that a deal between the White ouse and PhRMA existed andthat, as Tauzin put it, ""The White ouse blessed it."" m amburger wrote in the article, ""For his part, Tauzin said he hadnot only received the White ouse pledge to forswear Medicare drug price bargaining, but also a separate promise not topursue another proposal Obama supported during the campaign: importing cheaper drugs from Canada or Europe.""The White ouse's Jim Messina later confirmed Tauzin's claim, stating, ""The president encouraged this approach ... ewanted to bring all the parties to the table to discuss health insurance reform.""Democratic lawmakers were furious. p. Raul Grijaiva, chairman of the Progressive Caucus, asked, ""Are industry groupsgoing to be the ones at the table who get the first big piece of the pie and we just fight over the crust?""***On  7, Baucus' bill made a private circulation on the ill; pharmaceutical industry cost-cutting did not exceed$80 billion. Five days later, the New York :limes reported that PhRMA planned to spend up to $150 million in anadvertising blitz in support of Baucus' bill. The Times noted that the ad spending ""...would be a follow-up to the deal thatdrug makers struck in  with Mr. Baucus and the White ouse."" On  16, Baucus released the full text of hisles.j.islation to the public. tThe White ouse, PhRMA and Baucus still had to fight a few battles to keep the deal intact. The key amendmenttargeting the PhRMA deal in committee mark-up came from Sen. Bill Nelson from Florida, which has one of the largestMedicare participant populations in the nation. The pull of constituent needs clearly put Bill Nelson into a position to pushfor further cost cutting in Medicare prescription drug pricing. is target: closing the ""donut hole"" completely.Nelson claimed that his amendment would onerate $106 billion in revenue, or from PhRMA's perspective increase theircost-cutting to $186 billion. That would be unaeptable to PhRMA, to Baucus, to the White ouse and to thepharmaceutical industry who had made the deal. Other Senate Democrats, m Carper and Robert Menendez voted withpublicans and Baucus on the committee to defeat the amendment. It is little surprise the Carper's Delaware is home toAstraZeneca and Menendez' New Jersey is home to Merck and Bristol-Myers-Squibb, all of which lobbied for the $80billion cap.Senate Majority Leader arry id introduced the final bill, with the cap in place, on  19. Debate began on Dec.3, and with it come one more attempt by members to change the terms of the deal. Senator Byron Dorgan introduced anamendment that would allow for drug re-importation, but as the date for voting drew near, the Federal Drug Administration(FDA) released a letter objecting to the proposal that echoed pharmaceutical industry talking points: ""...as currentlywritten, the resulting structure would be logistically challenging to implement and resource intensive. In addition, there aresignificant safety concerns."" Dorgan's amendment was defeated with numerous Democrats previously in support ofreimportation switching to ""no"" votes.On Christmas Eve, the bill passed the Senate with the PhRMA deal fully intact.***New Year's Eve passed with no further action on health care reform. Public opinion regarding the health care reform billhad been slipping throughout 2009. It reached a fulcrum in the special election to replace the deceased senator TedKennedy in Massachusetts on  19, 2010. Newly minted senator Scott Brown campaigned that he would be thesenator to provide publicans with the votes to filibuster the final health care reform bill. Democrats ran for cover.Despite having the largest majorities of any party since the 1970s, Democrats put the brakes on their agenda, particularlyhealth care reform.in the end, the pharmaceutical industry's support for health care reform would be left up in the air. After spending $100million in advertising in support of legislation that Tauzin and key executives hoped would be a windfall for thepharmaceutical industry, the legislative process had flat-lined. In , the board of PhRMA, split over the deal cut byTauzin, pushedjauzin to_res..i.s., his .post.In an interview with Diane Sawvqf., President Obama owed up to failures in the process of passing health care reform,""[The health care debate as it unfolded legitimately raised concerns not just among my opponents, but also amongstsupporters that we just don't know what's going on ... And it's an ugly process and it looks like there are a bunch of backroom deals."""
3962,3963,1532,0,7.0,407,3,1,3,"sbwhoeop,  13, 2010 10:25 AMalso...: Steve Clemons called me last night to talk about this, which he's just posted on his website. Ed Luce of the FT ofcourse told him. Also, Clemons had dinner this week with Petraeus, who freely talked about running for president. SidJohn Podesta on Obama team. I am hearing that Financial Times Washington Bureau Chief Edward Luca has a prettysignificant interview with Center for American Progress President and former White ouse Chief of Staff Jahn ?od.estacoming out on . Luce recently did a video intervjew 'with Senator john,McfCain. One source tells me that Podesta""goes farther"" in his critique of the Obama team than his already pretty direct comments in Luce's recent survey of theObama White ouse's inner workings."
3963,3964,1968,0,30.0,407,3,1,3,"Cherie Blair,  13, 2010 10:30 AMRE: Get well soonB6I AM SO GLAD. If you get a chance remind Sheikha Mosa of me as I am wanting her to support my woman's foundationso every little reminder helps!"
3964,3965,1969,0,7.0,407,3,1,3,"sbwhoeop,  13, 2010 10:30 AM: : FYI, you might want to read this one. Sidis father learned about the piece only after its publication, another point of pride."
3965,3966,1968,0,30.0,407,3,1,3,"Cherie Blair,  13, 2010 10:31 AMRE: Get well soonWe are all in Oman!"
3966,3967,1968,0,30.0,407,3,1,3,"Cherie Blair,  13, 2010 10:34 AMRE: Get well soon IN PARTB6"
3967,3968,1532,0,7.0,407,3,1,3,"sbwhoeop,  13, 2010 10:36 AM: also...Clemons posted this piece on his dinner with Petraeus, (it's replete with a lot of punditry), but he told me more detail abouthis attitude and interest. Among other things, Petraeus recounted a joke about Gates' speech at the Alfalfa Club dinnerthat Petraeus couldn't be there because he was in Iowa. Petraeus didn't tell that story to disdain the possibility. e smiledand watched closely for reaction from others. S 13, 2010Steve CemonsPublisher of ""The Washington Note""../T1 • ""Pt r:1:°' t„, •. N (1 :(1 Jr) F*az.,-.1,--anrac,sounga.awarnrmacta=ava-,_rmuacartatmott--=-0....-rmaamaxatiAmasm...u.cnromar........,...r.nocura--uarni.m.rarcnt.r.trnmar.rarti:4.3resecono....riatvars:I recently had the opportunity to participate in a small dinner with CENTCOM Commander .General David Petraeus and his wife olly. These sorts of discussions are nearly always off the record -- but the fact thatthey happened is not off limits.Petraeus was not in uniform but rather wore what looked to me to be a brand new, perfectly tailored dark suit. I joked tohim that if I Twilt.--s,rgc, that out of two dozen or so times I had seen Petraeus that this was the first time I'd seen him out ofuniform, an ice cold shudder of fear would spread quickly through some political circles in DC.In  of 2007, I wroteoiece, stating that folks should keep an eye out for the possibility that General Petraeus mightrun for President in 2012. In  2008, Steven Lee Myers wrote a solid New York Times follow up titled ""TheGeneral"" referencing my earlier take.cently, legendary newsman Ai:nai4d de 13orchgave resuscitated the topic of an Eisenhoweresque future for thecounterinsurgency guru in his piece, ""President ?etraeus7""Petraeus was recently named as one of Foreign Policy magazine's tip 100 ttzal thinkers, and as U.S. News & Worldports ""Washington Whispers"" notes, he is going to be speaking in  2010 at the annual American EnterpriseInstitute dinner receiving the Irving Kristol Award.In  2010, Public Policy Pollin.q revealed that while Obama held a ten point lead over a potential wild card raceagainst Petraeus, the General had some strengths. But the pollsters also noted that many in the American public justdidn't know enough yet about Petraeus to form an opinion:Finally our blog readers voted for David Petraeus as our wild card publican this month and hisnumbers come out as a mixed bag. e has the largest deficit against Obama, trailing 44-34. But at +13his net favorability is better than the President or any of the other publicans we tested. The problem forhim is that the numbers break down 25/12- 63% of voters in the country don't know enough about him tohave formed an opinion. Who knows if Petraeus would actually have any interest in going into politics, butif he did he would be introducing himself to many voters for the first time.President Obama himself, aording to what some of his aides have reported to me, is quite taken with David Petraeusand respects his approach and thinking.Petraeus has also been respectful of the President -- although when pushed at a recent forum about how he might reactto a Presidential decision on Afghanistan that the General might not have liked, Petraeus offered a cryptic rather thanclear response. (see above video)At the ""First Draft of istory"" meeting sponsored by the Atlantic Monthly/Atlantic Media Group, the Newseum, and theAspen Institute; Petraeus when asked if he would support the President no matter what the result of the strategic reviewon Afghanistan responded that he ""would continue to give the President the best professional military advice he could.""Contrast that with Defense Secretary Robert Gates resoonOinato_the..saest.ipr.j., ""We will salute and execute [thePresident's] decisions faithfully and to the best of our ability.""But after spending an evening with General Petraeus and watching him closely for a number of years, there is no way thatthis intelligent leader -- with whom I have some disagreements but respect -- could be comfortable with the Tea Partytakeover of the publican political machine.There is always the possibility that a core of reasonable publicans like Michael Bloomberg, James Baker, OlympiaSnowe, Chuck egel, Alan Simpson, John Whitehead, Peter Peterson, Rita auser and others will try to rekindle classicpublican sensibilities by fighting to re-hijack their party back in an Eisenhower-like campaign with Petraeus at the lead.member that Eisenhower clinched the publican nomination by promising to be the President who though he knewwar would end the Korean War. Petraeus knows Afghanistan and Iraq -- and though it seems hard to envision today couldbe the kind of leader promising to end those wars if Obama proves unable to do so.But there is another option that intrigues me and seems more realistic than imagining the iconic David Petraeus runningfor President -- and that is his running for Vice President.I think Vice President Joe Biden has done an outstanding job and of all the big guns in the Obama White ouse, Bidenhas done the best job of outperforming expectations. e had given President Obama much needed counsel, not alwaystaken regrettably, but counsel that Obama needed to show the American public he was getting. Biden has been the keyagent behind the scenes in moving Iraq's elections forward. e has scored a lot of wins -- not reported -- in thenuclear/WMD controls arena. Biden has worked with Gates in stabilizing an awkward and complex relationship withRussia -- and his counterpoints on the Afghanistan surge, in my view, remain compelling.But Biden is going to have to find a way to hold his spot in 2012 because others are going to be gunning for it.As I look at it now, illary Clinton who has now said that she will not do more than one term as Secretary of State wouldbe a natural candidate for the Obama VP slot. er franchise is not completely in the control of the Obama team yet, butmoving illary closer to the White ouse (although her private home on Whitehaven Street is actually a couple of hundredfeet closer to the White ouse than the VP residence at the Naval Observatory) would finalize Obarna's takeover of all thekey political franchises in the Democratic Party -- starting with Daley's machine, Deschle's machine, Kennedy's machine,Edwards' machine, and then the Clintons'.But General David Petraeus, in his business suit, lurks out there. Obama seems to be concerned about looking like he isweak on national security. The publicans -- at Cheney's constant goading (and now Sarah Palin's) -- seem to want tocontinue to play politics through fear-mongering.Obama could neutralize the possibility that he faces a publican party challenge by David Petraeus by inviting theGeneral on to the 2012 ticket as a Democrat.Crazy? Perhaps.But inviting potential rivals into his tent is becoming a standard Obama trademark -- much as he did by appointingpublican Governor of Utah and former G.W. Bush administration Deputy US Trade presentative Jon untsman, Jr.to serve as US Ambassador to the People's public of China.And get this, we have just learned that David Petraeus has not voted since 2002 -- not because he doesn't care to vote --but reportedly because he wants to keep his eventual political options and political loyalties open.This is a soldier for whom all options are on the table and who is keeping his powder dry.My hunch is that whether Obama sticks with Vice President Biden or pivots to someone else, Petraeus will be on the shortlist of those considered.-- Steve Clemons publishes the popular political blog, The Washington Note."
3968,3969,1532,0,7.0,407,3,1,3,"sbwhoeop,  13, 2010 10:41 AM: also...yes, Luce will publish on . Clemons runs the foreign policy program at New America Foundation, a characteraround town, very busy, gossipy, gay, friend of Laurie Rubiner (from her NAF days), former moderate publican, fundedin part by Bernard Schwartz, foreign policy realist, and who began his career as a walker of ollywood wives."
3969,3970,109,0,7.0,407,3,1,3,Greg Craig had confided in Clemons his version of what happened to him. I'll tell you when you return from your trip.
3970,3971,1970,0,69.0,407,3,1,3,"Madam Secretary, Tamara Wittes and Alex Djerassi from NEA have been working with Megan this morning on what wein NEA, at least (and obviously we defer to you!), see as the real opportunity of the speech: to lay out a simple themeabout Cairo that has somehow gotten lost --Jeffrey FeltmanAssistant SecretaryBureau of Near Eastern AffairsDepartment of State202-647-7209"
3971,3972,1970,0,0.0,407,3,1,3,"Sullivan, Jacob J ,  FW: Doha speechMegan had a long, and I think productive, conversation with Judith about the speech this morning. You are absolutelyright on the tone, and Judith helped Megan work through adjustmentsI just spoke with Megan, who is now taking another turn through it."
3972,3973,1970,0,0.0,407,3,1,3,"Yes -- in the draft they received, violent extremism came first Theyalso gave comments on how to frame the Middle East portion -- Megan is working that. And they had a number ofspecific edits on phraseology and the like."
3973,3974,1971,0,4.0,407,3,1,3,"In keeping w/ email I sent you re my conversation w/ robert wexler and danny abraham, this speech is doing exactly whatis needed on our side.  encourage KSA and others to respond, however,"
3974,3975,1970,0,0.0,407,3,1,3,"Funny you mention it -- nearly everyone who has given comments on the speech has tried their hand at ""improving"" thatparagraph (usually reflecting their own notions of what the endstate should look like), not recognizing that it is sacredlanguage. We're protecting it."
3975,3976,181,0,7.0,407,3,1,3,Yes
3976,3977,1972,0,9.0,407,3,1,3,"Abedin, uma ,  uma Abedin; : hi huma/About to land in shannon. Will call soon."
3977,3978,1973,0,22.0,408,3,1,3,"I think I mentioned to you that Carols Pascual has asked me to work with him on a public awareness campaign targetingthe Mexican public and designed to maintain support for the campaign against the drug cartels. The attached article,which he wrote, addresses this issue. I have approached Keith inhard at Business for Diplomatic Action to work withus on this matter. Keith thinks he can organize a US/Mexican creative coalition to work on it. Might be an interestingmodel for aiti if it works here.ope the trip is going well.JM"
3979,3980,1975,0,0.0,408,3,1,3,"...Are asking about what the mounting evidence is that Iran is building toward a bomb. They are taking it as a littledifferent from previous formulations.We're saying Qom, 20 pct enrichment, refusal on TRR, etc."
3980,3981,1976,0,7.0,408,3,1,3,"sbwhoeop,  : FYI. The end of Justice Jim. SidSupreme Court Justice Jim Johnson, known both for his segregationist political activities in the 1950s and dabbling inthe political campaign against Bill Clinton during his presidency, died yesterday.A Faulkner County sheriffs office spokesman, Lt. Matt Rice, said Johnson was found dead in his home about 10 a.m. with an apparently self-inflicted chest wound from a .30-30 rifle. Johnson had been beset by medicalproblems, he said. Roller-McNutt Funeral ome in Conway will be handling arrangements.e was 85. ere's a standat biographica: hstory. This will end his prolific and pointed letters to the editor (unless someare still in the pipeline), delivered on stationery marked with his name for his Conway home, ""White aven.""Justice Jim was a courtly man and lively company, gracious in social interaction with friend and political foe. But MarkAnthony's words in Julius Caesar about men's deeds come, unavoidably, to mind. As recently as 1990, he worked in aneffort to preserve state Amendment 44, the states rights amendment aimed at curbing integration that was his brainchild.It had long been declared unconstitutional by federal courts and was barely repealed by voters."
3981,3982,1977,0,9.0,409,3,1,3,ColeLeeChandlerStearnsastingsWhitfieldRyanEdwards
